d1,k1,d2,k2,Kd,n,k3
0.015345489,0.359042059,2.475281804,0.000193388,147.9363188,1.880134811,0.041901872
0.015565595,0.365214683,2.320738137,0.000106745,130.9396991,1.669831251,0.042104949
0.015018566,0.296491045,2.471604524,0.000148161,140.1319857,1.656434625,0.049834775
0.015260224,0.393983816,2.951138275,0.000134056,105.3768279,1.565169473,0.048036865
0.015629685,0.260067338,2.476620353,0.000113223,118.7338768,1.821394761,0.044444464
0.015093711,0.288525335,2.468266282,0.000141046,139.2822928,1.644406502,0.041995478
0.015193073,0.264590231,2.879431087,0.000159604,108.939306,1.655005662,0.040270168
0.015321738,0.38513044,2.741201429,0.000166651,115.2398255,1.945240968,0.047954755
0.015520789,0.261856881,2.01914794,0.000100475,122.4827639,1.535731924,0.046917461
0.015901688,0.252832403,2.78979037,0.000165921,137.4124866,1.855774065,0.046587101
0.015569279,0.442697867,2.168503872,0.000155312,106.9262673,1.598080323,0.046559387
0.015360352,0.289487955,2.427244758,0.000144577,125.1264484,1.58815029,0.043099913
0.015748152,0.322236837,2.360278634,0.000125745,138.0080773,1.611468526,0.045892362
0.015353414,0.263091109,2.080368151,0.000120623,102.9693377,1.654370963,0.046107919
0.015669075,0.282982749,2.293299602,0.000135582,112.7897815,1.617351386,0.041628497
0.015194707,0.430550929,2.702209761,0.000178778,118.6215975,1.508293704,0.043196195
0.015087218,0.416609597,2.379175084,0.000145582,140.5872728,1.829096076,0.047518024
0.015268434,0.373683444,2.304173585,0.000155743,108.8362889,1.60961523,0.048760441
0.015561243,0.315119175,2.843849158,0.000118386,109.6187058,1.825766521,0.049908966
0.01501469,0.264279369,2.888395914,0.00014602,120.3983259,1.565619809,0.040264178
0.015112881,0.375077129,2.024066084,0.000199838,107.7240682,1.630588277,0.044979902
0.01541862,0.39630642,2.509641875,0.000117623,116.2566763,1.730307705,0.046893039
0.015749507,0.270089899,2.043858747,0.000101057,139.414128,1.890077159,0.040384152
0.015784104,0.340075359,2.088255889,0.000121462,106.6808717,1.838944862,0.04368734
0.015383169,0.286890601,2.958326517,0.000199239,117.1082646,1.681884054,0.044269599
0.0157651,0.436154669,2.783011643,0.000131176,110.2129314,1.979298876,0.048514438
0.015203535,0.385281386,2.666654458,0.000181903,107.5931128,1.991674596,0.049311184
0.015015013,0.320473883,2.964330091,0.000113721,138.6999478,1.914704584,0.04556922
0.015782406,0.408046486,2.969141722,0.000122165,100.8346676,1.546668478,0.048219436
0.01550944,0.306052757,2.504220687,0.000151554,145.084971,1.697113156,0.046403806
0.015728853,0.334917684,2.168796976,0.000127265,107.2736694,1.674641973,0.044993287
0.015291115,0.41037158,2.796963606,0.000140948,116.571355,1.672074532,0.040837248
0.01510508,0.31419442,2.106966946,0.000180855,127.2755407,1.613788147,0.043087091
0.015359691,0.357217696,2.351045637,0.000159715,107.79689,1.879413774,0.048076185
0.01564314,0.274249237,2.73195488,0.000102302,105.9337405,1.866661293,0.049756994
0.015715324,0.389379365,2.032564319,0.000166998,109.3966981,1.55932688,0.04676764
0.015898952,0.368376762,2.696737052,0.000174694,118.2214663,1.958718103,0.047260708
0.015683913,0.282484189,2.858106116,0.000124617,102.4003259,1.808689041,0.04155116
0.015055444,0.284316551,2.099292243,0.000157589,137.3567819,1.655958167,0.047659612
0.015984002,0.377806081,2.061336031,0.000128002,114.3090899,1.78371392,0.040354125
0.01563372,0.278745566,2.736759186,0.000180521,132.9727978,1.653736507,0.046025683
0.015060951,0.372513832,2.302305819,0.000106425,149.3022008,1.848314875,0.04706426
0.015177392,0.40884675,2.938005165,0.000116433,134.0373814,1.642042871,0.049047807
0.015329321,0.316728535,2.036413918,0.000163184,143.0985801,1.722196395,0.046997794
0.015366301,0.42285958,2.400492817,0.000177215,100.0202753,1.691426699,0.045660828
0.015415967,0.290339992,2.519497708,0.000117297,101.271718,1.878873178,0.043521928
0.015462799,0.345718639,2.318856944,0.00017742,105.6477776,1.581463466,0.046131932
0.015088192,0.354985046,2.502528968,0.000115896,106.5511845,1.583891774,0.041501739
0.01551745,0.25955829,2.664853008,0.000160084,105.0213735,1.798312373,0.044098703
0.01560583,0.364285637,2.081774487,0.000117786,129.7593418,1.913236278,0.046725915
0.015111255,0.290966413,2.765762967,0.000151589,105.234502,1.801591861,0.041044323
0.01578784,0.307374825,2.561039726,0.000140169,104.5681409,1.700860376,0.049775502
0.015755607,0.360946453,2.044687629,0.000148538,111.2154846,1.547558632,0.047919099
0.01546779,0.445918807,2.965933101,0.000191565,148.3367465,1.904084838,0.04193617
0.0152389,0.378250481,2.14605341,0.000147512,100.8891955,1.971343184,0.045023417
0.015648862,0.260628444,2.999797274,0.000192942,104.992989,1.828569953,0.040351124
0.015439863,0.305812992,2.208134948,0.000128625,134.2912431,1.895340641,0.044560318
0.015964758,0.408206413,2.150408572,0.000187233,113.0645095,1.769403643,0.041733907
0.015062247,0.276840604,2.426588738,0.000188404,105.3483473,1.644879637,0.046083918
0.015283222,0.293313184,2.902876197,0.000106474,102.6497477,1.706414906,0.041982985
0.015114832,0.388388848,2.244239809,0.000169878,102.8302634,1.57903888,0.045117284
0.015260881,0.255621759,2.102699765,0.000106868,133.368769,1.761109059,0.049226896
0.015529472,0.337817448,2.26281883,0.000135207,121.8717889,1.780125537,0.041755642
0.015920515,0.394524536,2.440732322,0.000128833,117.6953589,1.933153774,0.04598462
