d1,k1,d2,k2,Kd,n,k3
0.01829,0.08299,0.11669,0.001023,12.46904905,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.158185498,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.960505818,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,12.56512076,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,3.927956474,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.220885225,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.372248823,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.309623085,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,6.201546437,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,3.62382041,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.325461783,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,4.306918629,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,2.014497193,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,3.421107072,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.889542427,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,5.298667488,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,71.75188804,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.569945506,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,19.53589594,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.320503911,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,4.722442369,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.218356773,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,17.54553708,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,24.31270795,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,10.17419366,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.187283708,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,4.176700491,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,18.0232594,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,40.97321098,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.23942344,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,27.59518649,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.325867118,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.554838599,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,32.7969406,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,25.75332647,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.701505406,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.013522358,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,73.70551753,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,62.25391476,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.104512122,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.275949051,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,41.13075359,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,48.69675252,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.180925591,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,4.945004221,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.830206106,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.475882791,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,17.34469497,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,52.78372068,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,20.22242965,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,3.568617493,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.116815373,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.494500422,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.223442955,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,22.68993926,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,2.450003285,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.734469497,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.115035884,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.342110707,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,6.69627581,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,31.80533688,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,83.3361309,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.305669723,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.490719519,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.811272335,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,30.49064887,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,6.130557921,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.27070732,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,29.00681199,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,89.29627309,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,9.753638756,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.622539148,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.56776245,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.522299133,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.111130517,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.414476584,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.103315782,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.094376268,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,59.91009386,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,11.54781985,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,30.1416253,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.920802875,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,5.339492736,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.233077312,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.17344695,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,9.716279516,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,79.89139417,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.077705254,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.369402644,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.250707119,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,85.93432434,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,34.3426128,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,35.96113027,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,1.431638382,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,46.14946457,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.134121994,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,17.88545529,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.40973211,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,2.536101709,0.964487,0.000432
0.01829,0.08299,0.11669,0.001023,0.130566972,0.964487,0.000432
