d1,k1,d2,k2,Kd,n,k3
0.01829,0.08299,0.038533045,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001209205,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.036798773,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,3.736801254,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000120921,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.003838545,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.00022603,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.01581855,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.003722488,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001901808,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000823822,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001137191,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.009102625,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.029342695,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,2.625225818,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000144822,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.010735773,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.585463736,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.00273842,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.064194822,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.098665806,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.081127234,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.004065993,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,5.079644666,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,1.851398894,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.037511693,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.102920053,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.003679877,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000506019,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,2.440619068,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.531904094,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.00038533,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.028895708,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.889542427,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,4.75882791,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.005258154,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.016437408,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.00223443,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000391291,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001213855,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001426155,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.190180799,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,5.765451635,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.201449719,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000661962,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.213386366,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.002595175,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.002459424,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,1.858517551,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.017748705,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.682600602,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.012045736,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,5.401321148,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001325867,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.002304093,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.002911834,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,8.175230379,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.450989745,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.080506943,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.158793724,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000622539,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.080198578,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.064938163,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001656406,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.04851023,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.250707119,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.032796941,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.009422511,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.01931227,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,1.415250553,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.008929627,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.839782203,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.004034905,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.000141525,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.013830355,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.003317671,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.004777126,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,1.325867118,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.001081849,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.13309651,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,1.459374208,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,0.687859912,0.001023,90.41,0.964487,0.000432
0.01829,0.08299,6.037169,0.001023,90.41,0.964487,0.000432
