d1,k1,d2,k2,Kd,n,k3
0.01829,0.08299,0.11669,0.001023,90.41029,0.81253395,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.798021765,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.743033932,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.539801167,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.947698461,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.865436576,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.68136512,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.757070732,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.509622189,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.610261719,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.513878786,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.684204738,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.654969667,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.94115223,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.614506425,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.90909313,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.507155476,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.581761609,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.825019429,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.573354768,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.935299292,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.662733155,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.59152047,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.559224704,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.787035164,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.973666763,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.675721189,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.655878278,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.766044443,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.837696761,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.85529855,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.615358903,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.513166892,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.694236922,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.87569477,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.504700703,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.668268603,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.51673625,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.912881814,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.703928108,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.783768773,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.518170935,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.754974593,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.638828242,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.692314754,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.963595793,0.000432
0.01829,0.08299,0.11669,0.001023,90.41029,0.974341891,0.000432
