d1,k1,d2,k2,Kd,n,k3
0.019313009,1.23737119,0.03988718,0.035007949,0.447541521,3.857055753,0.023129522
0.019469205,3.596113027,0.010252584,0.004144766,2.11754834,2.252457679,0.091727594
0.019717213,0.160632468,0.40973211,1.88003817,0.11726453,0.699550445,0.450989745
0.016878621,1.037130326,0.041607025,0.000414477,31.20086732,0.849390572,7.286181745
0.017680468,0.083336131,6.370399471,0.299111653,8.82741071,1.037060457,0.029455518
0.017950389,0.17344695,1.80925591,0.000251671,137.7738094,0.579748867,0.001107049
0.01856308,0.062253915,0.81439169,0.241268153,1.377738094,0.598117154,1.754553708
0.01589674,0.826989509,0.856051712,0.008238219,231.2952248,1.22901285,0.347402815
0.018675565,0.439035866,0.098665806,0.185851755,10.57223156,2.638101367,2.330773115
0.015800992,5.591135276,0.001107049,0.078072844,130.0668632,1.017127122,0.329230453
0.016433031,0.37946058,0.192382988,0.641948222,1.88003817,3.995843278,0.00140443
0.015536551,0.084301118,0.41288902,0.010331578,1.320788666,0.557289934,0.001581855
0.018554182,0.121852188,0.003736801,0.391291127,11.28495938,2.114768877,2.770129039
0.019874773,3.736801254,0.005899746,0.29796597,4.544645372,3.430692928,0.533949274
0.016885097,0.176807222,0.000134122,0.049640178,910.2625318,0.514235103,0.000274895
0.01816685,0.049450042,0.000998083,0.048696753,5.922430869,0.914148215,1.650061001
0.018222683,1.437143053,0.01132835,0.000202224,14.93367401,3.862406476,0.059910094
0.016902917,2.497468389,0.007065887,0.083336131,123.2631703,0.939197192,2.268993926
0.015174334,6.014044907,0.064194822,0.015399265,7.065886657,0.950329685,0.00028785
0.017108388,0.08238219,0.066450767,0.000843011,1.816212526,1.579535104,0.1650061
0.018747338,0.099808302,0.000542209,0.000651879,4.81393254,1.059585495,5.079644666
0.015548474,3.132083512,4.964017837,0.817523038,7.45589872,0.525040275,0.000151647
0.015177244,0.178854553,0.25556419,3.751169311,0.903302752,1.640914421,0.020773037
0.017243447,0.43567904,0.001431638,0.338194598,35.00794892,2.258711484,0.007747591
0.016387395,0.196110118,0.007629569,0.000117715,31.4412642,1.697604046,0.123737119
0.017565552,7.011861566,0.084950642,2.979659697,3.132083512,3.270474578,0.093504677
0.01511914,2.014497193,0.145378439,5.854637363,1.587937238,1.045722457,0.000180233
0.017067422,5.699455056,0.061070761,0.019914374,35.54948662,1.285651833,0.226899393
0.01733297,0.191646106,0.031200867,0.000540132,66.70627149,3.53693572,0.053806325
0.018855514,0.698500412,0.54638655,0.001887267,4.08162718,2.030028526,0.084950642
0.019277853,8.929627309,0.001701505,0.0006985,601.4044907,2.024407887,1.983809657
0.016624816,0.158793724,0.134121994,0.007258274,0.71751888,1.058117616,0.830169296
0.017526853,2.375928315,0.003217363,0.000122321,2526.38771,0.549617559,0.913762505
0.019926298,4.614946457,0.236682783,1.256512076,45.97269885,1.120777579,0.127594905
0.017602649,6.958249547,0.017748705,0.011415633,2.208852249,0.940500099,0.262522582
0.016284007,6.77381503,0.017954225,0.026863752,3229.73334,0.718221129,0.007120328
0.016928871,0.05099176,0.260515359,0.000920803,0.777738026,0.775124522,0.869293969
0.019506581,2.923030408,0.000170805,0.000725827,2.142068394,1.112264572,3.267131889
0.018643357,0.042739883,0.000641948,1.80232594,15.87937238,1.753819165,0.106128819
0.018997077,1.025258393,0.004373542,1.938652636,8.301692956,1.178131028,4.832442183
0.017077245,8.692939692,0.000437354,0.001976211,1.437143053,1.070659697,3.67987726
0.0183683,0.094225113,0.005360023,0.386812055,22.43020967,2.886857709,0.06060382
0.019589059,1.569760271,0.002770129,0.000359611,0.118168031,0.588249462,0.008333613
