d1,k1,d2,k2,Kd,n,k3
0.018069149,0.086703312,0.143251168,0.001933973,73.00259138,0.676345976,0.000422648
0.018493655,0.085011203,0.239284075,0.001728369,78.69398937,0.754277171,0.000530599
0.01822029,0.082492643,0.197576668,0.00218863,112.2563115,0.646400402,0.000429907
0.018157604,0.085088003,0.132453525,0.00200311,82.68219905,0.671984565,0.000406128
0.018411054,0.086870271,0.124049577,0.0015296,61.25730924,0.632805188,0.000467232
0.018188804,0.083874071,0.231526208,0.001116057,74.3243735,0.910985502,0.000470591
0.018624173,0.081603575,0.178125961,0.001231775,53.49497163,0.533231286,0.000510756
0.01835518,0.08879788,0.168728808,0.001320611,112.503235,0.70588252,0.000474486
0.018459819,0.087965099,0.242193303,0.002177296,52.08384178,0.80097734,0.000488873
0.018332085,0.083306316,0.184027115,0.002424426,104.8646835,0.502489957,0.000495793
0.018079263,0.089431147,0.24042594,0.001670755,121.4964248,0.611390765,0.000467611
0.018201531,0.081510717,0.140343372,0.001544151,53.63227808,0.611532043,0.000455386
0.018124383,0.085550263,0.260979488,0.001583313,133.7799805,0.538306593,0.000409767
0.018535095,0.089670224,0.102427636,0.002196667,64.17354775,0.546073354,0.000561514
0.018575919,0.081003471,0.205171399,0.00189422,54.60334205,0.720548111,0.000462145
0.018346312,0.083946548,0.255027392,0.001916333,90.5096743,0.638238112,0.000489666
0.018352612,0.081982505,0.283705393,0.002126038,66.68916708,0.533354502,0.00040443
0.01814837,0.089906411,0.258601098,0.001318595,85.26512124,0.926266987,0.00057224
0.018436827,0.083999298,0.170842773,0.002102147,52.83303838,0.855100957,0.000576587
0.018296683,0.085389193,0.14090985,0.001562655,72.92243388,0.791045911,0.000556828
0.018183485,0.081063919,0.120159682,0.001818815,72.44333375,0.568080256,0.000479969
0.018047332,0.085567059,0.167374907,0.002263411,76.75855915,0.974341891,0.000581125
0.018107334,0.08087636,0.142101703,0.002100863,52.92986537,0.723551026,0.000416242
0.018428857,0.085245158,0.257561485,0.001749615,72.23141197,0.790863161,0.000555175
0.018215425,0.088944425,0.289053779,0.001469607,54.4436084,0.835956629,0.000429733
0.018430732,0.0836603,0.240602094,0.00146423,88.12214332,0.699388833,0.000438593
0.018337448,0.08622128,0.109206684,0.001850192,106.7242694,0.517453095,0.000417031
0.018326491,0.080061271,0.281635102,0.001029913,62.18398836,0.83325694,0.000546908
0.018091222,0.082453787,0.20479607,0.002109866,77.09661297,0.786308125,0.000451403
0.01844832,0.089733616,0.105048761,0.001192898,92.1821903,0.770482094,0.000492987
0.018177474,0.089389023,0.123822647,0.001422789,70.48073046,0.500867185,0.000405251
0.018126457,0.080515186,0.211039103,0.001279321,72.02011013,0.675877332,0.000431479
0.018477434,0.081690125,0.187016358,0.001287946,65.64725262,0.74440862,0.000569154
0.01865831,0.086356792,0.13289079,0.0018294,87.44705796,0.506569925,0.000597693
0.018365687,0.084118106,0.180027724,0.002350061,55.36850035,0.636765171,0.000409546
0.018238836,0.083781919,0.281119894,0.00188096,77.46451825,0.511273327,0.000472503
0.018270409,0.087126444,0.125098821,0.001584765,78.23424858,0.84606085,0.000402848
0.018307622,0.086894149,0.252610721,0.001131157,69.94079228,0.926052998,0.000470845
0.018061338,0.086679486,0.191521362,0.001180575,66.73802866,0.619066659,0.000551883
0.018557973,0.080644896,0.225666623,0.001273473,59.92602776,0.641046093,0.000561893
0.018680628,0.081536322,0.217871011,0.001712605,87.9609375,0.892650088,0.00047391
0.018138679,0.089984101,0.269132268,0.001140524,78.9248719,0.836922922,0.000439365
0.018571194,0.089287305,0.261266361,0.001398661,93.8512375,0.715736272,0.000574332
0.01806846,0.089991167,0.134752993,0.002315858,125.659468,0.529181061,0.000450611
0.018092833,0.080901766,0.124004157,0.001822708,83.44263869,0.97795049,0.000419915
0.018569541,0.083591353,0.18449946,0.001124955,65.07281363,0.846451904,0.000556903
0.01856175,0.089895822,0.130814579,0.001554562,84.14841863,0.831910367,0.000451891
0.018293426,0.082567168,0.136992011,0.001534748,53.98697229,0.90636664,0.000463834
